,url,category,brand,name,rating,price,descriptions,productsize,ingredients_cleaned
244,https://www.sephora.com/product/cleansing-oil-capsules-P450240?icid2=products%20grid:p450240,cleanser,Eve Lom,Cleansing Oil Capsules,3.8,$75.00,"What it is: A cleansing capsule that dissolves impurities to leave skin soft, supple, and hydrated for up to 12 hours—one capsule for the perfect cleanse!

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Dryness, Acne and Blemishes, and Oiliness

Formulation: Oil

Highlighted Ingredients:
- Omega Fatty Acids (Grapeseed and Camelina Oil): Provides skin with a rich, gentle, hydrating cleanse, while simultaneously melting dirt and debris.
- Signature Blend of Botanical Oils (Eucalyptus, Clove, Egyptian Chamomile, and Hops): Hydrates and conditions the skin.
- Magnolia Officinalis Bark Extract: Reduces the appearance of facial skin redness and helps to soothe the skin.

Ingredient Callouts: Free of parabens and contains less than one percent of synthetic fragrances.

What Else You Need to Know: Each velvety smooth EVE LOM Cleansing Oil Capsule dissolves all traces of impurities, including waterproof mascara. Formulated with essential omega fatty acids and the EVE LOM signature blend of botanical oils—eucalyptus, clove, Egyptian chamomile, and hops. These capsules are 100 percent biodegradable.",50 x 0.04 oz,"Caprylic/Capric Triglyceride, Vitis Vinifera (Grape) Seed Oil, Isopropyl Isostearate, Isopropyl Myristate, Triisostearin, Crambe Abyssinica Seed Oil, Laureth-7 Citrate, Camelina Sativa Seed Oil, C12-13 Pareth-3, Polyglyceryl-4 Oleate, Chamomilla Recutita (Matricaria) Flower Oil, Eucalyptus Globulus Leaf Oil, Eugenia Caryophyllus (Clove) Leaf Oil, Humulus Lupulus (Hops) Cone Oil, Magnolia Officinalis Bark Extract, Tocopherol, Eugenol, Limonene."
245,https://www.sephora.com/product/primera-chamomile-micellar-cleansing-water-P447180?icid2=products%20grid:p447180,cleanser,Primera,Chamomile Micellar Cleansing Water,4.9,$32.00,"What it is: A no-rinse formula that gently removes makeup and impurities cleanly off skin.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Dryness, Dullness, and Uneven Texture

Formulation: Liquid

Highlighted Ingredients:
- Witch Hazel Extract: Hydrates and soothes.
- Chamomile: Helps Calm skin.

What Else You Need to Know: This oil-free, pH-balancing, and non-stripping micellar water sweeps away impurities, even waterproof makeup, for a clean complexion.Soothing chamomile flower and witch hazel leaf extracts makeup and impurities, hydrates and soothes.

Clean at Sephora
Clean at Sephora is formulated without a list of over 50 ingredients, including sulfates (SLS and SLES), parabens, phthalates, and more. For the full list, check out the Ingredients tab.",10 oz,"Water, Propanediol, Polyglyceryl-6 Caprylate, Polyglyceryl-10 Laurate, 1,2-Hexanediol, Ethylhexylglycerin, Hamamelis Virginiana (Witch Hazel) Leaf Water, Anthemis Nobilis Flower Extract, Citric Acid, Tocopherol, Sodium Benzoate, Potassium Sorbate."
246,https://www.sephora.com/product/coconut-cleansing-oil-P416146?icid2=products%20grid:p416146,cleanser,Kopari,Coconut Cleansing Oil,4.2,$32.00,"Which skin type is it good for?
✔ Normal
✔ Oily
✔ Combination
✔ Dry
✔ Sensitive

What it is:
A vegan, coconut oil-based cleansing oil that removes makeup and leaves your skin silky soft without clogging pores.

Solutions for:
- Dryness
- Dullness and uneven texture

If you want to know more…
Get the max out of your cleanser. Kopari’s Coconut Cleansing Oil easily removes makeup and cleanses your skin to silky-soft perfection. It has a unique combination of coconut, green tea, and rice oil that are brimming with fatty acids and natural antioxidants to help slow collagen breakdown, visibly firm, moisturize, and leave your skin selfie-ready. Best of all, it’s all-natural.

What else you need to know:
This Cleansing Oil is vegan, non-GMO, cruelty-free, and formulated without silicone, gluten, and synthetic fragrances.

Kopari’s coconut oil is a skin win. It has the highest fatty acid concentration of any oil on the planet. The good fats that soak into the skin and lock in moisture. It is also one of the only oils to contain lauric acid (also found in mother's milk), which is antibacterial and antimicrobial—meaning it helps fight inflammation and keep redness at bay.

Follow Kopari’s three-step skincare routine:
1. Coconut Cleansing Oil
2. Coconut Rose Toner (not included)
3. Coconut Face Cream (not included)

Clean at Sephora
Clean at Sephora is formulated without a list of over 50 ingredients, including sulfates (SLS and SLES), parabens, phthalates, and more. For the full list, check out the Ingredients tab.",5.1 oz,"Ethylhexyl (Octyl) Palmitate, Cocos Nucifera (ORGANIC Coconut) Oil,PEG-7 Glyceryl Cocoate, C12-15 Alkyl Benzoate, Caprylic/Capric Triglyceride, Tocopherol, Glycine Soja (Soybean) Oil, Phenethyl Alcohol, Lavandula Angustifolia (Lavender) Flower/Leaf Extract, Rose Extract, Caprylyl Glycol, Vanilla Planifolia (Vanilla Bean) Fruit Extract, Cymbopogon Martini (Palmarosa) Oil, Oryza Sativa (Rice) Bran Oil, Camellia Kissi (Sasanqua) Seed Oil, Camellia Sinensis (White Tea) Leaf Extract, Aspalathus Linearis (Red Rooibos) Tea Leaf Extract, Hibiscus Rosa-Sinensis Extract."
247,https://www.sephora.com/product/balancing-cleanser-P442546?icid2=products%20grid:p442546,cleanser,Alpha-H,Balancing Cleanser,4.6,$35.00,"What it is: A creamy and nourishing three in one cleanser that also helps to correct the skin's natural pH balance.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Redness and Dryness

Formulation: Cream

Highlighted Ingredients:
- Aloe Vera: A soothing and calming plant extract that rejuvenates and moisturizes the skin.
- Vitamin E: A powerful antioxidant to repair and hydrate the skin.

Ingredient Callouts: This product is vegan, cruelty-free, and uses recyclable packaging.

What Else You Need to Know: This non-foaming three in one cleanser, make up remover, and toner uses aloe vera, vitamin E, and soy oil to control the skin's pH levels, which enhances the effectiveness of your AHA.

Clean at Sephora
Clean at Sephora is formulated without a list of over 50 ingredients, including sulfates (SLS and SLES), parabens, phthalates, and more. For the full list, check out the Ingredients tab.",6.25 oz,"Water, Ethylhexyl Palmitate, Aloe Barbadensis (Aloe) Leaf Extract, Sorbitan Stearate, Glyceryl Stearate, C12-15 Alkyl Benzoate, Cetyl Alcohol, Lauryl Glucoside, Phenoxyethanol, Caprylyl Glycol, Tocopheryl Acetate, Citric Acid, Glycerin, Fragrance."
248,https://www.sephora.com/product/milk-makeup-matcha-cleanser-mini-P452904?icid2=products%20grid:p452904,cleanser,MILK MAKEUP,Matcha Cleanser Mini,2.4,$15.00,"What it is: A sulfate-free, soap-free solid cleanser stick infused with matcha to detoxify, purify, and exfoliate skin.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Redness, Dryness, Dullness and Uneven Skin Tone

Formulation: Solid

Ingredient Callouts: Free of sulfates SLS and SLES, parabens, and phthalates. This product is also vegan, cruelty-free, and gluten-free.

What Else You Need to Know: Do your skin a solid with Matcha Cleanser. Infused with antioxidant-packed matcha green tea, this facial cleansing stick detoxifies pores, exfoliates without microbeads, purifies skin, and banishes excess oil. Matcha and lavender essential water help soothe and calm irritated skin, while algae extract helps support natural defenses to keep skin balanced. Skin is left feeling clean, soft, and smooth. Perfect for at home or on-the-go, this vegan cleanser's TSA-friendly solid formula helps you fly through security in a flash. It’s ideal for sensitive and oily skin.",not listed,"Water, Butylene Glycol, Sodium Stearate, Bis-PEG-18 Methyl Ether Dimethyl Silane, Glycerin, Sodium C14-C16 Olefin Sulfonate, Lavandula Angustifolia (Lavender) Flower Water, Cocamidopropyl Betaine, Quaternium-90 Sepiolite, Stearic Acid, Phenoxyethanol, Sodium Polyacrylate, Lactobacillus/Leuconostoc/Acetobacter/Kluyveromyces/Saccharomyces, Camellia Sinensis Leaf Powder, Laminaria (Algae) Extract, Macrocystis Pyrifera Extract, Quaternium-90 Montmorillonite, Chlorphenesin, Fragrance, Yellow 5/CI 19140, Green 3/CI 42053."
249,https://www.sephora.com/product/lilah-b-aglow-cleansing-butter-mini-P455191?icid2=products%20grid:p455191,cleanser,lilah b.,Aglow™ Cleansing Butter Mini,3.5,$14.00,"What it is: A luxurious multitasking makeup remover, cleanser, and mask that transforms from a lightweight butter to oil, leaving skin nurtured and hydrated.

Highlighted Ingredients:
- Rose Hip Extract: Helps support healthy-looking and hydrated skin.
- Snow Mushroom Extract: Supports the appearance of skin elasticity through intense hydration.
- Lavender Essential Oil: Provides a soothing sense of wellbeing.

Ingredient Callouts: Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban, and contains less than one percent of synthetic fragrances. This product is also vegan, cruelty-free, and gluten-free.

What Else You Need to Know: This Aglow™ Cleansing Butter transforms from a soft butter to oil upon massage and gently rinses off into a milky finish. It is formulated with skin-beneficial ingredients to condition and soften, it also melts away makeup and the appearance of impurities, leaving skin clean, nurtured, and hydrated for a fresh-faced glow.

Clean at Sephora
Clean at Sephora is formulated without a list of over 50 ingredients, including sulfates (SLS and SLES), parabens, phthalates, and more. For the full list, check out the Ingredients tab.",0.3 oz,"In the cluttered, confusing world of cosmetics, lilah b. simplifies the beauty routine. The brand blends high performance ingredients with a minimalistic collection of color. Its unique, innovative formulations offer multipurpose products to achieve a finished look with fewer products. #withlessyouaremore
Visit the lilah b. boutique"
250,https://www.sephora.com/product/sobel-skin-rx-27-glycolic-acid-facial-cleanser-P451744?icid2=products%20grid:p451744,cleanser,SOBEL SKIN Rx,27% Glycolic Acid Facial Cleanser,4.0,$42.00,"What it is: A pro-level, AHA cleanser that exfoliates skin by removing excess surface oil and daily debris to diminish the look of pores and improve texture.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Pores, Dullness and Uneven Texture, and Oiliness

Formulation: Lightweight Liquid

Highlighted Ingredients:
- AHA/Glycolic Acid: Help exfoliates and purifies skin.
- Allantoin, Aloe and Chamomile Extracts: Calm and sooth irritation.

Ingredient Callouts: This product is cruelty-free and comes in recyclable packaging.

What Else You Need to Know: This innovative dermatologist-developed facial cleanser is powered by 27-percent glycolic acid and cleanses and exfoliates without drying and stripping skin. It helps skin feel smooth and look radiant while also improving the appearance of skin’s texture. After use, skin is visibly improved while the appearance of enlarged pores is diminished.

Clean at Sephora
Clean at Sephora is formulated without a list of over 50 ingredients, including sulfates (SLS and SLES), parabens, phthalates, and more. For the full list, check out the Ingredients tab.",5 oz,"Purified Water, Glycolic Acid, Cocamidopropyl Betaine, Allantoin, Aloe Barbadnesis Leaf Extract, Chamomile Extract, PEG-150 Pentaerythrityl Tetrastearate, PEG-6 Caprylic Capric/Triglycerides, Disodium Laureth Sulfosuccinate, Sodium Cocoyl Isethionate, Sodium Methyl Cocoyl Taurate, Phenoxyethanol, Caprylyl Glycol, Potassium Sorbate, Ammonium Hydroxide, Hexylene Glycol."
251,https://www.sephora.com/product/cleansing-herb-water-P394629?icid2=products%20grid:p394629,cleanser,belif,Cleansing Herb Water,4.2,$26.00,"What it is:
An herbal cleansing water that easily removes makeup and leaves skin soothed, fresh, and deep cleansed.

What it is formulated to do:
Cleansing Herb Water is a mineral oil-free cleansing water that easily removes makeup and deeply cleanses skin. This moisture-rich formula contains tri-herb tea complex—a blend of Saint John's wort, burdock, and dill—which are natural antioxidant-rich ingredients that leave skin fresh and clear after cleansing. Gently soothing for even the most sensitive skin types, it refreshes without an oily residue for a clean, smooth finish.

What else you need to know:
This dermatologist tested product is free of mineral oil, petrolatum, synthetic preservatives, dyes, and fragrances, and animal origin ingredients.

Clean at Sephora
Clean at Sephora is formulated without a list of over 50 ingredients, including sulfates (SLS and SLES), parabens, phthalates, and more. For the full list, check out the Ingredients tab.",6.75 oz,"Water, Dipropylene Glycol, Eucalyptus Globulus Leaf Extract***, Olive Oil PEG-7 Esters, PEG-6 Caprylic/Capric Glycerides, 1,2-Hexanediol, Mentha Rotundifolia Leaf Extract***, Rosa Canina Fruit Extract***, Arctium Lappa Root Extract***, Hypericum Perforatum Extract***, Peucedanum Graveolens (Dill) Extract***, Avena Sativa (Oat) Kernel Extract*, Calendula Officinalis Flower Extract*, Nepeta Cataria Extract*, Rubus Idaeus (Raspberry) Leaf Extract*, Baptisia Tinctoria Root Extract*, Stellaria Media (Chickweed) Extract*, Panthenol, Sodium Citrate, Trisodium EDTA, Fragrance**, Limonene. *Napiers Original Formula. **Fragrances of Natural Origin. ***Herb Extract 5%."
252,https://www.sephora.com/product/rosehip-cleanser-P434557?icid2=products%20grid:p434557,cleanser,Indie Lee,Rosehip Cleanser,2.9,$34.00,"Which skin type is it good for?
✔ Normal
✔ Dry
✔ Sensitive

What it is:
A gentle, nourishing, antioxidant-rich cleanser that removes makeup and impurities while helping to soothe and protect sensitive skin types.

Solutions for:
- Dryness
- Dullness and uneven texture
- Redness

If you want to know more…
Ideal for sensitive skin, this formula features antioxidant rosehip seed oil along with mineral-rich red seaweed extract and vitamins A, C, and E that leave the skin calm, nourished, and protected from environmental elements.

What else you need to know:
Indie Lee is leaping bunny certified, cruelty-free, vegan-friendly, and printed on FSC certified paper.

The natural fragrance is a blend of blend of fruit, flower, and plant extracts which also help to protect the skin.

Clean at Sephora
Clean at Sephora is formulated without a list of over 50 ingredients, including sulfates (SLS and SLES), parabens, phthalates, and more. For the full list, check out the Ingredients tab.",4.2 oz,"Water, Glycerin, Potassium Cocoate, Fragrance, Chondrus Crispus Extract, Rosa Rubiginosa Seed Oil, Phenethyl Alcohol, Pentylene Glycol, Propanediol, Xanthan Gum, Hexyl Cinnamal."
253,https://www.sephora.com/product/moon-juice-milk-cleanse-gentle-foaming-cleanser-P454315?icid2=products%20grid:p454315,cleanser,Moon Juice,Milk Cleanse Gentle Foaming Cleanser,4.0,$32.00,"What it is: A gentle, milky cleanser that washes away impurities, with milky bubbles that leave skin feeling hydrated and perfectly cleansed.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Dryness

Formulation: Liquid

Highlighted Ingredients:
- Adaptogenic Reishi: Helps protect skin against stressors, reducing the signs of inflammation, supporting skin’s resilience, and helping to improve barrier function*.
- Silver Ear Mushroom: This hydrating super mushroom can hold up to 500 times its weight in water for intense hydration and plump*.
- Tocotrenials: A super vitamin E that works as a powerful antioxidant to help protect against daily oxidative stress, which can break down natural collagen*.

Ingredient Callouts: This product is vegan, cruelty-free, and gluten-free, and comes in recyclable packaging.

What Else You Need to Know: A gentle, creamy cleanser made from coconut ferment plus adaptogenic reishi, silver ear mushroom, and vitamin E that helps hydrate, nurture, and support skin. It is scented with a variety of natural essential oils for a fresh woodsy-rose fragrance while milky bubbles leave skin feeling hydrated and perfectly cleansed.

Clean at Sephora
Clean at Sephora is formulated without a list of over 50 ingredients, including sulfates (SLS and SLES), parabens, phthalates, and more. For the full list, check out the Ingredients tab.",4.0 oz,"Water/Aqua/Edu, Coco Betaine, Coco Glucoside, Betaine, Bentonite, Lactobacillus, Glycerin, Coconut Alcohol, Citric Acid, Cocos Nucifera (Coconut) Fruit Extract, Aloe Barbadensis Leaf Juice, Polyglyceryl-10 Oleate, Oryza Sativa (Rice) Bran Oil, Tocopherol, Tocotrienols, Ganoderma Lucidum (Mushroom) Extract, Xanthan Gum, Tremella Fuciformis Sporocarp Extract, Citrus Aurantium Bergamia (Bergamot) Peel Oil, Geraniol, Mentha Piperita (Peppermint) Flower/Leaf/Stem, Phenethyl Alcohol, Rosa Damascena Extract, Salvia Sclarea (Clary) Oil, Triethyl Citrate, Vetiveria Zizanoides Root Oil, Lonicera Caprifolium (Honeysuckle) Flower Extract, Lonicera Japonica (Honeysuckle) Flower Extract."
254,https://www.sephora.com/product/no-1-belle-frais-cleansing-milk-P428640?icid2=products%20grid:p428640,cleanser,Edible Beauty,No. 1 Belle Frais Cleansing Milk,4.2,$47.00,"Which skin type is it good for?
✔ Normal
✔ Oily
✔ Combination
✔ Dry
✔ Sensitive

What it is:
A gentle coconut milk cleanser that sweeps away makeup and surface impurities, leaving skin fresh, balanced, and hydrated.

Solutions for:
- Acne
- Dullness and uneven texture
- Loss of firmness and elasticity
- Dryness

If you want to know more…
This soothing, milky emulsion feels like a breath of fresh air on the skin. Coconut oil gently washes away makeup, surface impurities, and acne-causing bacteria, while balancing moisture levels. Salicylic acid unclogs pores and addresses acne-prone skin. Apple and strawberry extracts reduce the look of discoloration for a more radiant, even-toned complexion. Australian Wattle Seed supports skin elasticity and firmness. Melon and the essential oils of orange and lime infuse the cleanser with an uplifting and refreshing aroma.

What else you need to know:
This gentle cleanser is packaged in Miron violet glass, which filters damaging UV rays, while preserving and activating the botanical ingredients found inside. It is gluten-free, hypoallergenic, and suitable for women who are pregnant and breastfeeding.

Skin absorbs 60 percent of the substances that we place on it. So, what we put on our body is just as important as what we put in it. Edible Beauty Australia’s gold standard for purity is an ""edible"" ingredient list. This means they use only food-grade ingredients to create their range of therapeutic, wildcrafted, botanical skincare. Their products are free of alcohol, fragrance, propylene glycol, preservatives, colors, and synthetics.

The brand doesn’t compromise on results. While they are incredibly passionate about the purity of their ingredients list, they are equally ardent about ensuring that products are efficacious and a sensorial delight to use.

The use of Australian wildcrafted botanicals raises the therapeutic profile of each and every formula. Found growing in remote and arid regions of Australia, these plants are forced to develop a strong antioxidant defense and preservation system to survive. When used topically, they provide potent anti-aging, protective, nourishing, and hydrating benefits.

Edible Beauty’s entire range is 100 percent vegan, earth-friendly, and cruelty-free.

Edible Beauty Australia’s founder, naturopath Anna Mitsios, is incredibly passionate about using herbs and nutrition to illuminate natural beauty on the inside and out. While working at a fertility clinic, she discovered that there were no ""edible"" skincare products she could recommend to her patients. This sparked the idea to create a natural, therapeutic, wildcrafted, botanical skincare line, and Edible Beauty Australia was born.

Clean at Sephora
Clean at Sephora is formulated without a list of over 50 ingredients, including sulfates (SLS and SLES), parabens, phthalates, and more. For the full list, check out the Ingredients tab.",6.8 oz,"Aqua (Water), Helianthus Annuus (Sunflower) Seed Oil*, Cocos Nucifera (Coconut) Oil*, Glyceryl Stearate Citrate, Stearyl Alcohol, Camellia Oleifera (Camellia) Seed Oil*, Saponaria Officinalis (Soap Wort) Leaf Extract*, Cetyl Alcohol, Glyceryl Caprate, Sodium Levulinate, Citrus Aurantifolia (Lime) Oil, Citrus Aurantum Dulcis (Orange) Peel Oil, Acacia Victoriae (Wattle Seed) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Sodium Anisate, Glycerin, Fragraris Ananassa (Strawberry) Fruit Extract, Salicylic Acid, Tocopherol (Natural Vitamin E), Caprylyl Glycol, Limonene^. *Denotes organic ingredient. ^Naturally occurring constituents in essential oils."
255,https://www.sephora.com/product/brightening-cleanser-P432271?icid2=products%20grid:p432271,cleanser,Indie Lee,Brightening Cleanser,4.4,$34.00,"What it is: A cleanser, makeup remover, and mask in one, this face wash is rich in potent antioxidants and plant extracts to cleanse, protect, and enhance the skin.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Dullness and uneven texture, Dark spots, Pores

Formulation: Gel

Highlighted Ingredients:
- Strawberry Seed Oil: Provides vitamins A, B, C, E, and Omega 3 to help protect, brighten and hydrate.
- Hydrolized Wheat Proteins: Help balance moisture.
- Tomato Extracts: Provides antioxidants and is high in vitamins A, C, and K with gentle astringent and exfoliating properties.

Ingredient Callouts: This product is vegan, cruelty-free, and comes in recyclable packaging.

What Else You Need to Know: Brightening Cleanser's berry blend lightly foams to gently wash away makeup and impurities. This antioxidant-rich formula doubles as an exfoliator when used as a mask for five minutes before rinsing, helping to smooth uneven texture and minimize the appearance of enlarged pores.

Clean at Sephora
Clean at Sephora is formulated without a list of over 50 ingredients, including sulfates (SLS and SLES), parabens, phthalates, and more. For the full list, check out the Ingredients tab.",4.2 oz,"Water, Decyl Glucoside (Veg. Oils & Sugar), Disodium Coco-Glucoside Citrate, Coco Glucoside (Coconut and Sunflower Oil), Glyceryl Oleate, Hydrolyzed Wheat Protein, Xanthan Gum, Fragaria Chiloensis (Strawberry) Seed Oil, Lycopene (Tomato), Propanediol, Ethylhexylglycerin, Potassium Sorbate."
256,https://www.sephora.com/product/green-barley-refining-bubble-cleanser-P449863?icid2=products%20grid:p449863,cleanser,innisfree,Green Barley Refining Bubble Cleanser,3.9,$14.00,"What it is: A self-foaming, daily bubble cleanser with Jeju green barley that gently exfoliates the skin while cleansing away impurities.

Skin Type: Normal, Combination, and Oily

Skincare Concerns: Dullness, Uneven Texture and Pores

Formulation: Mousse

Highlighted Ingredients:
- Green Barley Vinegar: Fermented Green Barley with three naturally exfoliating AHAs.

Ingredient Callouts: Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban, and contains less than one percent of synthetic fragrances. This product comes in recyclable packaging.

What Else You Need to Know: This airy, self-foaming cleanser lathers luxuriously to remove impurities so skin feels refreshed. Green Barley Refining Bubble Cleanser is formulated with naturally derived AHAs from green barley vinegar from innisfree's USDA-certified organic (Control Union Certifications CUC) fields on Jeju Island, Korea. innisfree's fermentation process heightens Jeju green barley’s ability to effectively exfoliate skin.",5.07 oz,"Water, Lauric Acid, Glycerin, Myristic Acid, Peg-8, Sorbitol, Potassium Hydroxide, Peg-75, Alcohol, Saccharomyces/Barley Seed Ferment Filtrate, Cocamidopropyl Betaine, Peg-60 Hydrogenated Castor Oil, Fragrance, Potassium Cocoyl Glycinate, Sodium Chloride, Disodium Edta, Propanediol, Hordeum Vulgare Seed Extract, Oryza Sativa (Rice) Extract, Sodium Benzoate, Phenoxyethanol, Camellia Japonica Leaf Extract, Camellia Sinensis Leaf Extract, Citrus Unshiu Peel Extract, Opuntia Coccinellifera Fruit Extract, Orchid Extract, Ethylhexylglycerin, Citric Acid."
257,https://www.sephora.com/product/soft-clean-moisture-rich-foaming-cleanser-P390302?icid2=products%20grid:p390302,cleanser,Estée Lauder,Soft Clean Moisture Rich Foaming Cleanser,4.2,$24.00,"What it is:
A luxurious cream that foams into a moisture-rich lather to gently clean, calm, and soften skin.

What it is formulated to do:
Specially cushioning for dry skin, this gentle yet effective, luxurious cream cleanser helps preserve skin’s moisture barrier. It includes soothing extracts of passion flower and edelweiss to leave skin pampered, soft, and comfortably clean.",4.2 oz•ITEM 1467877,"Soft Clean Moist Rich Fmg Clns Division: El (Estee Lauder)Ingredients: Potassium Cocoyl Glycinate , Water , Glycerin , Butylene Glycol , Decyl Glucoside , Potassium Myristoyl Glutamate , Glycol Stearate , Peg-40 Glyceryl Cocoate , Citric Acid , Sodium Pca , Sodium Coceth Sulfate , Fragrance , Passiflora Incarnata Flower Extract , Leontopodium Alpinum Extract , Lythrum Salicaria Extract , Dipotassium Glycyrrhizate , Ethylhexylglycerin , Sodium Hyaluronate , Caffeine , Trehalose , Sucrose , Urea , Caprylyl Glycol , Polyquaternium-51 , Phenoxyethanol"
258,https://www.sephora.com/product/perricone-md-no-makeup-easy-rinse-makeup-removing-cleanser-P455337?icid2=products%20grid:p455337,cleanser,Perricone MD,No Makeup Easy Rinse Makeup-Removing Cleanser,5.0,$35.00,"What it is: A gentle gel that thoroughly cleanses, removes makeup, and preps skin.

Skin Type: Combination and Oily

Skincare Concerns: Pores and Oiliness

Formulation: Lightweight Gel

Highlighted Ingredients:
- DMAE: Visibly lifts and plumps sagging skin.
- Turmeric Extract: Rejuvenates and defends skin’s youthful appearance by working with the body's natural antioxidant response system.

Ingredient Callouts: Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban, and contains less than one percent of synthetic fragrances. This product is also gluten-free.

What Else You Need to Know: This gentle gel forms a rich lather to thoroughly cleanse without stripping natural oils. It helps to remove makeup (including eye makeup), leaving skin feeling soft and looking rejuvenated, and is especially suited for oil-prone and combination skin.

Clinical Results: In a consumer study, after 7 days:
- 96% of participants agreed cleanser did a great job removing dirt, oil, and makeup
- 95% of participants agreed skin appeared clear and healthy-looking",6 oz,"Water/Aqua/Eau, Cocamidopropyl Betaine, Sodium C14-16 Olefin Sulfonate, Acrylates Copolymer, Glycerin, Dimethyl MEA, Tocopherol, Tetrahydrodiferuloylmethane, Tetrahydrodemethoxydiferuloylmethane, Olea Europaea (Olive) Leaf Extract, Tetrahydrobisdemethoxydiferuloylmethane, Aloe Barbadensis Leaf Juice, Lecithin, Hydrolyzed Soy Protein, Lepidium Sativum Sprout Extract, Epigallocatechin Gallatyl Glucoside, Citric Acid, Tetrasodium Glutamate Diacetate, Hexylene Glycol, Benzyl Alcohol, Laureth-4, Potassium Sorbate, Phenoxyethanol, Fragrance/Parfum, Glycol Distearate, Linalool."
259,https://www.sephora.com/product/lancer-method-intro-kit-normal-combo-skin-P464783?icid2=products%20grid:p464783,cleanser,LANCER Skincare,Method Intro Kit: Normal-Combination Skin,,$75.00,"What it is: A TSA-approved set containing Dr. Lancer‘s bestselling, three-step method to polish, cleanse, and nourish with a bonus deluxe sample of the Omega Hydrating Oil.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Fine Lines and Wrinkles, Uneven Texture, and Loss of Firmness and Elasticity

Formulation: Lightweight Cream

Highlighted Ingredients:
- Quartz and Sodium Bicarbonate Crystals: Natural minerals that are uniform in size and shape to create even exfoliation without abrading the skin.
- Pumpkin and Pomegranate Extracts: Potent plant enzymes that gently and effectively allow surface cells to be sloughed off.
- Brown Sea Algae: A source of alginic acid (rich in vitamins and minerals) that helps balance skin hydration.

Ingredient Callouts: Free of parabens, formaldehydes, and phthalates.

What Else You Need to Know: The Lancer Method influences the skin‘s natural regenerative cycle, so skin appears visibly brighter, more hydrated, and smooth with visibly reduce fine lines. Apply a few drops of the Omega Hydrating Oil to help deliver essential hydration and antioxidants for a supple, healthy-looking glow.

This Set Contains:
- 2 oz/ 60 mL The Method: Polish Normal-Combination Skin
- 2 oz/ 60 mL The Method: Cleanse Normal-Combination Skin
- 0.75 oz/ 22 mL The Method: Nourish Normal-Combination Skin
- 0.15 oz/ 4 mL Omega Hydrating Oil

Clinical Results: In an independent consumer research study, after 4 weeks of using The Method:
- 100% agreed skin feels softer
- 98% agreed skin feels nourished
- 96% agreed their rough skin texture looks improved",not listed,"The Method: Polish Normal-Combination Skin:
Butylene Glycol, Sodium Bicarbonate, PEG-8, Magnesium Oxide, Glycerin, Oleth-20, Trihydroxystearin, Silica, PEG-100 Stearate, Glyceryl Stearate, Lactobacillus/Pumpkin Ferment Extract, Lactobacillus/Punica Granatum Fruit Ferment Extract, Leuconostoc/ Radish
Root Ferment Filtrate, Water/Aqua/Eau, Retinyl Palmitate, Tocopheryl Acetate, Lavandula Angustifolia (Lavender) Oil, Caprylic/Capric Triglyceride, Alaria Esculenta Extract, Linalool."
